sentiment,content
positive,Employee orientation for serco  yayy.. I'm excited/nervous!!!! Wish me luck!
positive,"@Irish1974 Yeah, it's good.  Just startled me."
positive,@DanielBedingfld is this a new album?? about bloody time too!!
neutral,@lovisatalk thanks anyway
neutral,@Coach_Colette By saying a big HELLO to you!
negative,besides feeling sick...some things have made me feel particularly happy
positive,"@Heidihabibi wooooo, interesting! Thanks for the info"
neutral,@katiel777 it does.
positive,Finally got all 7 overdue books out of the little room and into my now overstuffed back pack!
negative,@YESandME Mornin' birdie!  Have a fun-filled day sweets.
positive,@buckhollywood HEY BUCK!!!!  love u loads!! LOVE &quot;WHAT THE BUCK?!&quot;
positive,have i ever mentioned i love ellen? a lot
negative,@mayleeen He won't. I know he won't.
neutral,My name is toggling in and out of Google Suggestions Help me by searching more for &quot;Ganesh Jaju&quot; and clicking on some link
positive,Awesome and exciting  http://www.sundancechannel.com/greenporno/
positive,"hey life, i love you!   (translation: i love life!)"
negative,60 days today  i can't believe it's been 2 months. i'm nervous about what i'm gonna say later. but i'm gonna keep comin back.
neutral,@adamsconsulting Hello May you have a great day
positive,Off to school. Who knows what to expect? Bring on life and all of it's suprises!
positive,One good deed deserves another. I hope to help someone else some day
positive,"times for lame school, UGH!!! XP Thank God mondays r quick for me"
positive,@Holly2305 LOL Me too. Going out at 12am isn't as easy as it used to be
positive,alhamdulilah. i got accepted into nafa
neutral,"@Sputty11 &quot;there are people and then there are pencils&quot; some are sharp, some are not and some can be sharpened  my pencil philosophy....."
positive,"@nsmithmorgan thanks for viewing my portfolio www.wahliao.com  I'll be updating it sometimes, will keep u updated."
neutral,@t_de_baillon
positive,"@marcuspowl Hi! Waking up, and not lazy at all. You would be proud of me, 8 am here!!! Btw, nice colour, not burnt."
neutral,is making a cuppa coffeee
positive,@ncteacher77  I appreciate you
neutral,"@knorth23 Hey!  It's easy...Just type what you're doing!  Just like facebook, but much simpler.  Have a good day!"
neutral,@XThe_Happy_EmoX lmao. Lucky! It's 10 minutes on foot for me  ewww..... School.lol. On the bus now.
positive,girl talk is awesome
negative,Planning to run riot in Luton today! BA HAA!  Not reeeally  where's the library in this (skank) town though?
neutral,Getting ready for school. Class starts at 10. Critique at noon. I'll be painting my Vermeer most of the day though
neutral,@RobertHoliday @mmichelle35 @missjo_ladie - G'morning...  Headed into the classroom now. Have a good one.
positive,2 more days before the big conference: Central-Eastern Europe &amp; Caspian Scout Group Meeting... it is almost too long for twitter
positive,@gulpanag congratulations i am heart hacker not a computer hacker@
neutral,@jkreeftmeijer you can turn the bird sounds off if you like in twitterena - check out settings from your home page
positive,@IngridHolliday good morning
positive,Happy May Bank Holiday British Peeps
positive,Goooooodmorning
neutral,is done reading the book. magnonotes na ako sa mga kailangang imemorize.  http://plurk.com/p/rqh5n
positive,@nolaelliffe ahh i love u! u got a twitterrr
neutral,getttin ready.
negative,"@sethsimonds I am grateful for a great marriage, awesome kids, and a business that rocks! I guess the rest of my family is ok too."
negative,"This is for nicole ï¿½ Its raining, make sure you bring an umbrellaï¿½ See its not about the pack train I'm on today"
positive,"It's time for school, y'all !1!! HAPPY STARWARS DAY"
negative,@leamcfly17 can I help in any way?
positive,@TheDanishGirl Awwwww!!!! And the gorgeous photo from California!!! You two make me melt!!!
neutral,@MarcMillan just bad good leader and delegate it
negative,Good morning! Kid going back to school after 10 sick days. Looking forward to a productive week.  happy monday!
neutral,@speed_ofsound oooooooooook xD que aproveche (: la cancion esta genial
neutral,"@invalid_reality morning trish, have fun today"
neutral,Watching Matilda
positive,@DougPreston Well now I'm gonna be on a mission to find their music
positive,I wov you
positive,"@skingirl69 yeah, i'm so excited."
neutral,Just joined a twibe. Visit http://twibes.com/spinning to join -- not a spinner myself but do KNOW and RESPECT spinners   ...need coffee
negative,@SheiroQ fuckyoumonday?  I like it. It's a totally crap-tastic rainy day here. :/ I'm off to work. *hugs*
neutral,Came from Greenbelt &amp; Power
negative,"@scottiejen Good luck Jen, all the best  Am sure it will be fine"
negative,@MagmaFlow Not yet.... too early in the AM
positive,bye for now people .
positive,Anyone plan on revolutionizing real estate this week?
negative,"@shiv379 Try have a read of the Paul Mckenna book I Can Make You Thin, it has some good advice on how bad traditional &quot;diets&quot; are"
neutral,@chiefie you will hav to ask him
neutral,Instant Internet Marketing EMPIRE! + *BONUS* recoup your investment in 24 hours or less  http://vur.me/megainternetwealth/megaredpacket
positive,hanging out in myrtle beach as a married man
positive,Gotta TeraByte  of space to store movies
neutral,#juddday
positive,ur wlcm &amp; the pleasure is all mine.   {Jackie}
positive,brought some new glass for my camera
positive,To all my beautiful followers  check me out on YouTube maybe? Www.YouTube.com/user/theboomtube thnx loads
neutral,Starting some work on final year project. Just making some test pieces in flash to see how things could work. Listning to iPod too
neutral,"@samueltwitt1 You don't get that from Marcus, I must say  #sambradley"
neutral,"@khad strange, that is exactly the chapter god laid on my heart to read in The Message yeaterday morning...He works in mysterious ways"
positive,@mcrfash1 cool  what did you get?
positive,goooooood morning!
positive,"@erlang Pigs catching Swine Flu and Avian Flu, risking the development of Flying Pig Flu? Awesomely funny"
negative,@shanelapoint hey hunnie  how are u?? I miss talkin to u! Ty for the follow
positive,says good evening  http://plurk.com/p/rqh8l
neutral,posting my first tweet!!
neutral,"@keza34 ta babe, you know me i do love your curried"
negative,"UGGG my computer is running SOOO SLOW today, it's driving me batty! Guess its time to remove files and defrag AGAIN UGG want a MAC"
negative,@iantalbot Gosh I've a stinky old headache. Maybe I should have lunchfast
positive,It's my birthday today  Running the mile tomorrow ughh. But then choir concert
positive,That mango shake made ALL the difference.  - http://tweet.sg
negative,Does not want to go to school. Oh well. I get out early anyways.
neutral,"@sethsimonds Get my ass out the door and go to work   I'm goin, I'm goin!!!!"
negative,"@ddlovato I wish I could've been there. Demi, you need to throw in a Toronto, Canada show this summer! Please"
positive,"@littlebirdyband new album is truly genius, so happy with it"
positive,"Spiderwoman! She's an amazing mum, gr8 blogger, gr8 mentor &amp; on top of that climbs walls!  http://digg.com/d1qEua -via @kelvinlls"
neutral,Well that is nice.  Loving the new Friends organiser too.
negative,@Rawrrgasmic it's a dreary monday morning and I slept like crap...give me a break...
negative,"@PaulaMacKay I think he thought about it, but then I sneezed on him"
neutral,Browsing  find everything about university &amp; interior design.
negative,@MichelleWegner You are very lucky!!! My legs did not like how long it takes to dry my hair this morning.
positive,@luigiiiiii whatever i know you like it.  HAHAHHAH!
neutral,watching spongebob
positive,Birthday girl in the house!! Tweet tweet suckas
positive,Twittering while my hair dries - just washed it in Macadamia and Orange Shampoo - smells gorgeous
positive,"@wilw &quot;phlegmily green house...&quot; That was clever, but ever sooooooo ...... eeeeewwwwww. [more slow clapping] Get well soon."
positive,"Yay, I won at the @Jumeau Bags #Giveaway from @InstantShift. And those bags are so pretty!! Or maybe I'll have a belt? We'll see!"
positive,Hi CelebXXXVidsYH and AyBygW! Thanks for following
positive,Artwork for the single is now up  woooot woooot!!!
positive,@wroe16 ohhhh excellent song..hello my friend!
neutral,im almost to 300 updates. 200 more to goo
positive,@Hyperopia feeling better now that it' breakfast time
positive,@LorenaHeletea Thanks for the well wishes and hope ur day is also quite successful
neutral,"@MTVwebmaster  Cant Thank YOu Enough, WHo is NITIN BETWEEN?"
neutral,tom delonge?
neutral,"@BastetAsshur  trying tweetdeck, have seen, you are twittering with that programme, so I thought, I should give it a try"
neutral,-g'mornin' Twitterville  took the day off from Tweet'n yesterday &amp; I'm &quot;jonesing&quot; to get back into it today
positive,@Zindaret http://www.thinkgeek.com/books/nonfiction/b322/ &lt;-- Get me one of those and maybe next time
positive,@juneAmbrose Keeping Doing Your thing. Your inspiration for all black women!! Sending positive energy your way!
positive,"@ShoeGal007 oh okay, cool."
neutral,@OhSweetNibblets ok thanks  do you like my new pic? http://twitpic.com/4jewc
negative,"@gtfo dreamwidth, a new journaling site that just went into open beta."
positive,Off to the banks to get this thing rolling! Hooray for days off!
positive,omg J.O.N.A.S. is my new fave show &lt;3 one guess as to why hahahha
positive,I kinda forgot how much I love the darkness
positive,@kandeezie would love to see that!
neutral,6 weeks today untill my 18th birthday yahoo
positive,@perfectgrrl85 lol! I don't know! but you dont need the plant! I'll give you a hug instead! Hugs!
neutral,@mrtrev that'll do it too
neutral,@Jakkkkk hey you!
negative,"@maximCH  there's finally time, it's raining  and the hockey doesn't start until 4   Good idea for a myepisodes.com script, but it's me."
neutral,@coliwilso hmm.. should be okay with any of 'em - DM me your e-mail and I'll send the install notes over
neutral,@dizzyupthegirl thankyooooou
neutral,is getting the kids ready for school before deciding the workout du jour
neutral,"ey twitters! home again from school, and i'm still cold. and i haven't planned nothing today.. just take it easy"
